Statistical profiling result from isolate-0xb2d6000-123903-v8.log, (183041 ticks, 9382 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  JS: ^resolveForCJSWithHooks node:internal/modules/cjs/loader:1047:32
      1    0.0%    0.0%  JS: ^resolveExternal /workspaces/minhAi/node_modules/next/dist/build/handle-externals.js:49:31
      1    0.0%    0.0%  JS: ^reportToTelemetry /workspaces/minhAi/node_modules/next/dist/trace/report/to-telemetry.js:15:27
      1    0.0%    0.0%  JS: ^readFileAfterClose node:internal/fs/read/context:46:28
      1    0.0%    0.0%  JS: ^processTimers node:internal/timers:526:25
      1    0.0%    0.0%  JS: ^pe.parseProperty /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:66220
      1    0.0%    0.0%  JS: ^pe.parseExprSubscripts /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:54657
      1    0.0%    0.0%  JS: ^pathToFileURL node:internal/url:1630:23
      1    0.0%    0.0%  JS: ^parseRequireCall /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:736149
      1    0.0%    0.0%  JS: ^parse node:path:1615:8
      1    0.0%    0.0%  JS: ^optimize /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:261313
      1    0.0%    0.0%  JS: ^needBuild /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:414017
      1    0.0%    0.0%  JS: ^maybeExclude /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:103:22
      1    0.0%    0.0%  JS: ^maybeCacheSourceMap node:internal/source_map/source_map_cache:157:29
      1    0.0%    0.0%  JS: ^makeStatsCallback node:fs:191:27
      1    0.0%    0.0%  JS: ^listenerCount node:events:824:62
      1    0.0%    0.0%  JS: ^iterateNormalLoaders /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:5529
      1    0.0%    0.0%  JS: ^isPure /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1037029
      1    0.0%    0.0%  JS: ^inherits node:util:219:18
      1    0.0%    0.0%  JS: ^handleFdClose node:internal/fs/promises:425:29
      1    0.0%    0.0%  JS: ^handleConstOperation /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:988757
      1    0.0%    0.0%  JS: ^handleBuildDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410688
      1    0.0%    0.0%  JS: ^getTapFn /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:14:15703
      1    0.0%    0.0%  JS: ^getStaticInfoIncludingLayouts /workspaces/minhAi/node_modules/next/dist/build/get-static-info-including-layouts.js:23:45
      1    0.0%    0.0%  JS: ^getRSCModuleInformation /workspaces/minhAi/node_modules/next/dist/build/analysis/get-page-static-info.js:100:33
      1    0.0%    0.0%  JS: ^getOptions /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:404621
      1    0.0%    0.0%  JS: ^getMemberExpressionInfo /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1041715
      1    0.0%    0.0%  JS: ^getLoaderSWCOptions /workspaces/minhAi/node_modules/next/dist/build/swc/options.js:266:29
      1    0.0%    0.0%  JS: ^getBaseSWCOptions /workspaces/minhAi/node_modules/next/dist/build/swc/options.js:66:27
      1    0.0%    0.0%  JS: ^get category /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:742072
      1    0.0%    0.0%  JS: ^get /workspaces/minhAi/node_modules/next/dist/server/app-render/console-async-storage.external.js:7:18
      1    0.0%    0.0%  JS: ^fromStringFast node:buffer:475:24
      1    0.0%    0.0%  JS: ^formatWithOptions node:internal/util/inspect:2505:27
      1    0.0%    0.0%  JS: ^for /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:14:16053
      1    0.0%    0.0%  JS: ^findFontFilesInCss /workspaces/minhAi/node_modules/next/dist/compiled/@next/font/dist/google/find-font-files-in-css.js:9:28
      1    0.0%    0.0%  JS: ^fieldProcessor /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:212063
      1    0.0%    0.0%  JS: ^execRule /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1193536
      1    0.0%    0.0%  JS: ^escapeQuotes /workspaces/minhAi/node_modules/next/dist/compiled/schema-utils3/index.js:1:51846
      1    0.0%    0.0%  JS: ^enumMetadataFiles /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/metadata/discover.js:35:33
      1    0.0%    0.0%  JS: ^entries node:internal/fs/dir:294:17
      1    0.0%    0.0%  JS: ^deserializePackageJSON node:internal/modules/package_json_reader:44:32
      1    0.0%    0.0%  JS: ^defineVariable /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1039853
      1    0.0%    0.0%  JS: ^decl /workspaces/minhAi/node_modules/next/node_modules/postcss/lib/stringifier.js:112:7
      1    0.0%    0.0%  JS: ^createLoaderObject /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:2662
      1    0.0%    0.0%  JS: ^clearWarningsAndErrors /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:347115
      1    0.0%    0.0%  JS: ^callTap /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:14:11453
      1    0.0%    0.0%  JS: ^blockPreWalkStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1006709
      1    0.0%    0.0%  JS: ^asCompileTimeValue /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:946616
      1    0.0%    0.0%  JS: ^_walkIIFE /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1026511
      1    0.0%    0.0%  JS: ^_unrefTimer node:net:520:52
      1    0.0%    0.0%  JS: ^_processModuleDependencies /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:83282
      1    0.0%    0.0%  JS: ^_parse /workspaces/minhAi/node_modules/next/dist/compiled/zod/index.cjs:1:47760
      1    0.0%    0.0%  JS: ^_normalizeComponentEncoding /workspaces/minhAi/node_modules/next/dist/compiled/schema-utils3/index.js:3:9338
      1    0.0%    0.0%  JS: ^_next2 :21:16
      1    0.0%    0.0%  JS: ^_next1 :6:16
      1    0.0%    0.0%  JS: ^_initBuildHash /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:409361
      1    0.0%    0.0%  JS: ^_getManagedItemInfo /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:303860
      1    0.0%    0.0%  JS: ^__nccwpck_require__ /workspaces/minhAi/node_modules/next/dist/compiled/@vercel/nft/index.js:24:40006
      1    0.0%    0.0%  JS: ^ZodType /workspaces/minhAi/node_modules/next/dist/compiled/zod/index.cjs:1:17576
      1    0.0%    0.0%  JS: ^We.readString /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:114156
      1    0.0%    0.0%  JS: ^<anonymous> node:internal/util:499:24
      1    0.0%    0.0%  JS: ^<anonymous> node:internal/modules/cjs/loader:926:38
      1    0.0%    0.0%  JS: ^<anonymous> node:internal/modules/cjs/loader:1219:24
      1    0.0%    0.0%  JS: ^<anonymous> :8:40
      1    0.0%    0.0%  JS: ^<anonymous> :67:40
      1    0.0%    0.0%  JS: ^<anonymous> :53:40
      1    0.0%    0.0%  JS: ^<anonymous> :37:40
      1    0.0%    0.0%  JS: ^<anonymous> :127:40
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:824674
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575016
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:425797
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424151
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:423249
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:420691
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:420397
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:297215
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1162658
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1134086
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1133607
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1022551
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1003893
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:267689
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:204153
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193323
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:183615
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:172228
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:164823
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:5812
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/optional-peer-dependency-resolve-plugin.js:28:38
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:206:150
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:195:52
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:233:115
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:216:6
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:260:91
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:227:85
      1    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:794:28
      1    0.0%    0.0%  JS: ^$.parseForStatement /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:21323
      1    0.0%    0.0%  JS: ^$.parseClassElement /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:30257
      1    0.0%    0.0%  JS: ^$.exitClassBody /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:33740
      1    0.0%    0.0%  JS: +workUnitAsyncStorage /workspaces/minhAi/node_modules/next/dist/server/app-render/work-unit-async-storage.external.js:55:35
      1    0.0%    0.0%  JS: +webpackConfig.externals /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:792:13
      1    0.0%    0.0%  JS: +walkUnaryExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1023775
      1    0.0%    0.0%  JS: +walkTryStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1010314
      1    0.0%    0.0%  JS: +walkSwitchStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1009891
      1    0.0%    0.0%  JS: +walkReturnStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1010054
      1    0.0%    0.0%  JS: +walkProperty /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1022091
      1    0.0%    0.0%  JS: +walkPattern /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1019412
      1    0.0%    0.0%  JS: +walkObjectExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1021986
      1    0.0%    0.0%  JS: +walkMemberExpressionWithExpressionName /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1029886
      1    0.0%    0.0%  JS: +walkMemberExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1029030
      1    0.0%    0.0%  JS: +walkLogicalExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1024277
      1    0.0%    0.0%  JS: +walkIfStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1009170
      1    0.0%    0.0%  JS: +walkFunctionDeclaration /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1012738
      1    0.0%    0.0%  JS: +walkConditionalExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1025408
      1    0.0%    0.0%  JS: +walkBlockStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1008836
      1    0.0%    0.0%  JS: +walkAwaitExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1021721
      1    0.0%    0.0%  JS: +v.exports.enable /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:817483
      1    0.0%    0.0%  JS: +v.exports.compareLocations /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1407252
      1    0.0%    0.0%  JS: +update /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1430373
      1    0.0%    0.0%  JS: +ue.enterScope /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:74511
      1    0.0%    0.0%  JS: +traceId /workspaces/minhAi/node_modules/next/dist/trace/shared.js:23:22
      1    0.0%    0.0%  JS: +traceChild /workspaces/minhAi/node_modules/next/dist/trace/trace.js:122:15
      1    0.0%    0.0%  JS: +stringify node:querystring:227:19
      1    0.0%    0.0%  JS: +storeOptimizationEntry /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:261534
      1    0.0%    0.0%  JS: +stat node:fs:1640:14
      1    0.0%    0.0%  JS: +setImmediate node:timers:207:22
      1    0.0%    0.0%  JS: +setIdentifier /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:949203
      1    0.0%    0.0%  JS: +set loc /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:199050
      1    0.0%    0.0%  JS: +run node:internal/async_local_storage/async_context_frame:56:6
      1    0.0%    0.0%  JS: +result /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1406207
      1    0.0%    0.0%  JS: +resolver /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:638:22
      1    0.0%    0.0%  JS: +resolveForCJSWithHooks node:internal/modules/cjs/loader:1047:32
      1    0.0%    0.0%  JS: +resolveAdjacentParallelSegments /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:128:51
      1    0.0%    0.0%  JS: +resolve node:path:1245:10
      1    0.0%    0.0%  JS: +removeOperations /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1401780
      1    0.0%    0.0%  JS: +readFileAfterRead node:internal/fs/read/context:25:27
      1    0.0%    0.0%  JS: +readFileAfterOpen node:fs:293:27
      1    0.0%    0.0%  JS: +read node:internal/fs/read/context:85:7
      1    0.0%    0.0%  JS: +r.callback /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:3933
      1    0.0%    0.0%  JS: +processDependency /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:83876
      1    0.0%    0.0%  JS: +processCapturedFiles /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:284620
      1    0.0%    0.0%  JS: +processCallRequire /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:722383
      1    0.0%    0.0%  JS: +preWalkVariableDeclaration /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1016571
      1    0.0%    0.0%  JS: +pitch /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:212:15
      1    0.0%    0.0%  JS: +pe.parseSubscript /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:55767
      1    0.0%    0.0%  JS: +pe.parseNew /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:63561
      1    0.0%    0.0%  JS: +pe.parseLiteral /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:61567
      1    0.0%    0.0%  JS: +pe.parseIdentNode /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:72760
      1    0.0%    0.0%  JS: +pe.parseExprSubscripts /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:54657
      1    0.0%    0.0%  JS: +patchedNextTick /workspaces/minhAi/node_modules/next/dist/server/node-environment-extensions/fast-set-immediate.external.js:363:25
      1    0.0%    0.0%  JS: +parsePathQueryFragment /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:2282
      1    0.0%    0.0%  JS: +parseObject /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1397332
      1    0.0%    0.0%  JS: +parse /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193392
      1    0.0%    0.0%  JS: +onwrite node:internal/streams/writable:613:17
      1    0.0%    0.0%  JS: +onJson /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:176096
      1    0.0%    0.0%  JS: +objectToString /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:573175
      1    0.0%    0.0%  JS: +normalize node:path:1293:12
      1    0.0%    0.0%  JS: +nextTick node:internal/process/task_queues:112:18
      1    0.0%    0.0%  JS: +nextLineBreak /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:8333
      1    0.0%    0.0%  JS: +nameForCondition /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:402277
      1    0.0%    0.0%  JS: +moduleHasSideEffects /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1165135
      1    0.0%    0.0%  JS: +merge /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1381845
      1    0.0%    0.0%  JS: +m.colon.updateContext /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:48545
      1    0.0%    0.0%  JS: +m.braceL.updateContext /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:47787
      1    0.0%    0.0%  JS: +log node:internal/console/constructor:412:6
      1    0.0%    0.0%  JS: +loaderToIdent /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:416898
      1    0.0%    0.0%  JS: +join node:path:1332:7
      1    0.0%    0.0%  JS: +isString /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:119:18
      1    0.0%    0.0%  JS: +isPure /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1037029
      1    0.0%    0.0%  JS: +isPrimitiveType /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:946313
      1    0.0%    0.0%  JS: +isGroupSegment /workspaces/minhAi/node_modules/next/dist/shared/lib/segment.js:54:24
      1    0.0%    0.0%  JS: +isAsiPosition /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1038833
      1    0.0%    0.0%  JS: +inScope /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1031708
      1    0.0%    0.0%  JS: +inFunctionScope /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1032345
      1    0.0%    0.0%  JS: +inClassScope /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1032021
      1    0.0%    0.0%  JS: +identifier /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:401928
      1    0.0%    0.0%  JS: +hrtimeBigInt node:internal/process/per_thread:99:22
      1    0.0%    0.0%  JS: +handleExternalsAndCallback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:252872
      1    0.0%    0.0%  JS: +handleConstOperation /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:994622
      1    0.0%    0.0%  JS: +getUnsafeCacheData /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:403111
      1    0.0%    0.0%  JS: +getStatsFromBinding node:internal/fs/utils:548:29
      1    0.0%    0.0%  JS: +getSimplifiedTemplateResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1000674
      1    0.0%    0.0%  JS: +getRenameIdentifier /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1004697
      1    0.0%    0.0%  JS: +getOptions /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:9902
      1    0.0%    0.0%  JS: +getNearestParentPackageJSON node:internal/modules/package_json_reader:167:37
      1    0.0%    0.0%  JS: +getModuleReferencesInOrder /workspaces/minhAi/node_modules/next/dist/build/webpack/utils.js:28:41
      1    0.0%    0.0%  JS: +getLoaderSWCOptions /workspaces/minhAi/node_modules/next/dist/build/swc/options.js:20:34
      1    0.0%    0.0%  JS: +getItemCache /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:18094
